Data_Lancamento;Data_Competencia;Data_Vencimento;Data_Pagamento;Filial;Tipo_Lancamento;Sintetica;Analitica;Detalhada;Observacao;Fornecedor/Cliente;Centro_Custo;Conta;Forma_Pag/Rec;Valor_Original;Valor_Multa;Valor_Juros;Valor_Acrescimo;Valor_Desconto;Valor_Pago/Recebido;Status;Conciliado;Cod;
29/04/2025;29/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;02 - DEDUCAO DE VENDAS;2.1 - IMPOSTOS SOBRE VENDAS;2.1.3 - COFINS;Refere-se ao parcelamentos de diversos tributos federais de 2023 e 2024, PIS/COFINS/IRPJ/CSLL, INSS E IRRF.;RECEITA FEDERAL ;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$534,73;;;;;-R$534,73;Liquidado;Não;IWMWT;
29/04/2025;30/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;02 - DEDUCAO DE VENDAS;2.1 - IMPOSTOS SOBRE VENDAS;2.1.3 - COFINS;PGFN -SISPAR 011142616 REF DIV ATIVA -CONTR.SEGURADOS ;RECEITA FEDERAL ;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$383,67;;;;;-R$383,67;Liquidado;Não;72QNL;
29/04/2025;30/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;02 - DEDUCAO DE VENDAS;2.1 - IMPOSTOS SOBRE VENDAS;2.1.3 - COFINS;PGFN -SISPAR 011142901 - REF. IRRF;RECEITA FEDERAL ;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$105,83;;;;;-R$105,83;Liquidado;Não;Z54N1;
29/04/2025;30/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;14 - DESPESAS NAO OPERACIONAIS;14.2 -  PARCELAMENTO DE IMPOSTOS - EMPRESAS ANTIGAS;;PGFN -SISPAR 011098052  PIS/COFINS/IRPJ/CSLL, INSS E IRRF.04/2025;SIMPLES NACIONAL;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$442,76;;;;;-R$442,76;Liquidado;Não;L21CZ;
29/04/2025;30/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;14 - DESPESAS NAO OPERACIONAIS;14.2 -  PARCELAMENTO DE IMPOSTOS - EMPRESAS ANTIGAS;;PGFN -SISPAR 0111 42647 PIS/COFINS/IRPJ/CSLL, INSS E IRRF.;SIMPLES NACIONAL;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.041,22;;;;;-R$1.041,22;Liquidado;Não;80S28;
29/04/2025;30/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;14 - DESPESAS NAO OPERACIONAIS;14.2 -  PARCELAMENTO DE IMPOSTOS - EMPRESAS ANTIGAS;;PARCELAMENTO DAS PARCSN Nº 2 PARCELA 7/60 PIS/COFINS/IRPJ/CSLL, INSS E IRRF.;SIMPLES NACIONAL;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.556,28;;;;;-R$2.556,28;Liquidado;Não;AX1DK;
29/04/2025;30/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;14 - DESPESAS NAO OPERACIONAIS;14.2 -  PARCELAMENTO DE IMPOSTOS - EMPRESAS ANTIGAS;;PARCELAMENTO DAS PARCSN Nº 3 PARCELA25/58 PIS/COFINS/IRPJ/CSLL, INSS E IRRF.;SIMPLES NACIONAL;MONTE FUJI;SANTANDER - FUJI ALDEOTA;BOLETO;R$370,42;;;;;-R$370,42;Liquidado;Não;KMLVK;
29/04/2025;30/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;02 - DEDUCAO DE VENDAS;2.1 - IMPOSTOS SOBRE VENDAS;2.1.3 - COFINS;REF. IRRF IRPJ CSLL MES DE ABRIL 2025;RECEITA FEDERAL ;IMPOSTOS;SANTANDER - FUJI ALDEOTA;BOLETO;R$3.128,57;;;;;-R$3.128,57;Liquidado;Não;VLWY8;
29/04/2025;30/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;02 - DEDUCAO DE VENDAS;2.1 - IMPOSTOS SOBRE VENDAS;2.1.2 - PIS;REF A PIS/PASEP E COFINS ;RECEITA FEDERAL ;IMPOSTOS;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.111,97;;;;;-R$2.111,97;Liquidado;Não;4N0CK;
29/04/2025;30/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;02 - DEDUCAO DE VENDAS;2.1 - IMPOSTOS SOBRE VENDAS;2.1.4 - ICMS;Refere-se ao parcelamentos de diversos tributos federais de 2023 e 2024, PIS/COFINS/IRPJ/CSLL, INSS E IRRF.;RECEITA FEDERAL ;IMPOSTOS;SANTANDER - FUJI ALDEOTA;BOLETO;R$4.700,08;;;;;-R$4.700,08;Liquidado;Não;0685S;
29/04/2025;24/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.5 - FGTS;;REF.A RESCISÃO DO FUNCIONARIO ANTONIO PEDRO QUE SE ENCONTRAVA NO PERIODO DE EXPERIENCIA.  ;FGTS ;IMPOSTOS;SANTANDER - FUJI ALDEOTA;PIX;R$150,37;;;;;-R$150,37;Liquidado;Não;H8T61;
29/04/2025;25/04/2025;25/04/2025;25/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$11,65;;;;;-R$11,65;Liquidado;Não;V6G5K;
29/04/2025;25/04/2025;25/04/2025;25/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$20,50;;;;;-R$20,50;Liquidado;Não;S9XMO;
29/04/2025;28/04/2025;28/04/2025;28/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$1,75;;;;;-R$1,75;Liquidado;Não;B22FF;
29/04/2025;28/04/2025;28/04/2025;28/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$15,57;;;;;-R$15,57;Liquidado;Não;3VAD4;
29/04/2025;29/04/2025;29/04/2025;29/04/2025;FUJI ALDEOTA;Despesa;17 - AMORTIZACAO;17.1 - AMORTIZACAO DE PARCELAS;;PARCELA DE EMPRESTIMO PARA INVESTIMENTO NA LOJA DO CAMBEBA;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$20.183,48;;;;;-R$20.183,48;Liquidado;Não;D0HAT;
29/04/2025;21/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.13 - RESCISAO;;REF.AS VERBAS RESCISORIAS DO FUNCIONARIO ANTONIO PEDRO..DATA DO AFASTAMENTO 21/04/2025;ANTONIO PEDRO DE SOUSA TARGINO ;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;PIX;R$1.270,34;;;;;-R$1.270,34;Liquidado;Não;W0HSI;
29/04/2025;29/04/2025;02/05/2025;02/05/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.8 - VALE TRANSPORTE;;REF A PASSAGENS DOS FUNCIONARIOS CARLOS ROBERTO DALTON JOSE AIRLON JOSE JANDEMBERG JOSE VAGNER JULIA MEDONÇA MATEUS LOPES FOI CREDITADO UM BONOS NO VALOR DE 966,90 FATURA TOTAL 1.620-966,90 TOTAL DA FATURA 653,10;SINDIONIBUS SINDICATO DAS EMPRESAS DAS EMPRESAS DE TRANSPORTE DE PASSAGEIROS DO ESTADO DO CEARA;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$653,10;;;;;-R$653,10;Liquidado;Não;NEYIX;
29/04/2025;29/04/2025;29/04/2025;29/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;META ACOUGUE;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;ESPÉCIE;R$352,72;;;;;-R$352,72;Liquidado;Não;SYREF;
29/04/2025;22/04/2025;30/04/2025;30/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;; TASSIO BRAGA - PEIXE CLUBE ;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$128,70;;R$3,94;;;-R$132,64;Liquidado;Não;3G42U;
29/04/2025;14/04/2025;29/04/2025;29/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;; VIA LACTEA COMERCIO E REPRESENTACOES LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.169,14;;;;;-R$1.169,14;Liquidado;Não;R706M;
29/04/2025;25/04/2025;29/04/2025;29/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.2 - BEBIDAS NÃO ALCOÓLICAS;;SOLAR COCA COLA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$53,50;;;;;-R$53,50;Liquidado;Não;WU3WK;
29/04/2025;25/04/2025;29/04/2025;29/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.2 - BEBIDAS NÃO ALCOÓLICAS;;SOLAR COCA COLA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$926,68;;;;;-R$926,68;Liquidado;Não;6M296;
29/04/2025;23/04/2025;29/04/2025;29/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;;DANIEL'S BAKERY PANIFICADORA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$46,99;;;;;-R$46,99;Liquidado;Não;5DK9H;
29/04/2025;01/04/2025;01/04/2025;01/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.6 - IOF OP. FINANCEIRAS;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$18,65;;;;;-R$18,65;Liquidado;Não;XOKZN;
29/04/2025;01/04/2025;01/04/2025;01/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$46,42;;;;;-R$46,42;Liquidado;Não;GF4DV;
29/04/2025;01/04/2025;01/04/2025;01/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.6 - IOF OP. FINANCEIRAS;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$33,27;;;;;-R$33,27;Liquidado;Não;JOLOW;
29/04/2025;01/04/2025;01/04/2025;01/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.6 - IOF OP. FINANCEIRAS;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$184,95;;;;;-R$184,95;Liquidado;Não;E8DHB;
29/04/2025;02/04/2025;02/04/2025;02/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$11,98;;;;;-R$11,98;Liquidado;Não;L0XOV;
29/04/2025;03/04/2025;03/04/2025;03/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$6,08;;;;;-R$6,08;Liquidado;Não;1WU2H;
29/04/2025;04/04/2025;04/04/2025;04/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$3,50;;;;;-R$3,50;Liquidado;Não;XESAG;
29/04/2025;04/04/2025;04/04/2025;04/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$18,62;;;;;-R$18,62;Liquidado;Não;L5S4M;
29/04/2025;01/04/2025;01/04/2025;01/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$1,75;;;;;-R$1,75;Liquidado;Não;LXX8E;
29/04/2025;07/04/2025;07/04/2025;07/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$6,30;;;;;-R$6,30;Liquidado;Não;V33A7;
29/04/2025;07/04/2025;07/04/2025;07/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$10,49;;;;;-R$10,49;Liquidado;Não;5XGLR;
29/04/2025;08/04/2025;08/04/2025;08/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$19,04;;;;;-R$19,04;Liquidado;Não;BQXPT;
29/04/2025;08/04/2025;08/04/2025;08/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$59,49;;;;;-R$59,49;Liquidado;Não;CLBEV;
29/04/2025;09/04/2025;09/04/2025;09/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$11,65;;;;;-R$11,65;Liquidado;Não;OMYR4;
29/04/2025;09/04/2025;09/04/2025;09/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$10,71;;;;;-R$10,71;Liquidado;Sim;HY1DD;
29/04/2025;10/04/2025;10/04/2025;10/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$19,80;;;;;-R$19,80;Liquidado;Sim;MZRE1;
29/04/2025;10/04/2025;10/04/2025;10/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$1,76;;;;;-R$1,76;Liquidado;Sim;AR4CW;
29/04/2025;11/04/2025;11/04/2025;11/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$1,75;;;;;-R$1,75;Liquidado;Não;AZIJN;
29/04/2025;11/04/2025;11/04/2025;11/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$22,27;;;;;-R$22,27;Liquidado;Sim;IFJT4;
29/04/2025;14/04/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$15,85;;;;;-R$15,85;Liquidado;Sim;LCLU2;
29/04/2025;14/04/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$17,96;;;;;-R$17,96;Liquidado;Sim;I0MSL;
29/04/2025;15/04/2025;15/04/2025;15/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$11,11;;;;;-R$11,11;Liquidado;Sim;K3Z2K;
29/04/2025;15/04/2025;15/04/2025;15/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$57,76;;;;;-R$57,76;Liquidado;Sim;RA4V1;
29/04/2025;16/04/2025;16/04/2025;16/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$1,75;;;;;-R$1,75;Liquidado;Sim;72NUX;
29/04/2025;16/04/2025;16/04/2025;16/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$6,02;;;;;-R$6,02;Liquidado;Sim;1ZASH;
29/04/2025;17/04/2025;17/04/2025;17/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$4,77;;;;;-R$4,77;Liquidado;Sim;A989G;
29/04/2025;17/04/2025;17/04/2025;17/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$11,57;;;;;-R$11,57;Liquidado;Sim;DED0R;
29/04/2025;22/04/2025;22/04/2025;22/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$17,25;;;;;-R$17,25;Liquidado;Sim;ED8QM;
29/04/2025;22/04/2025;22/04/2025;22/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$31,66;;;;;-R$31,66;Liquidado;Sim;2ZM59;
29/04/2025;22/04/2025;22/04/2025;22/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.3 - JUROS CHEQUE ESPECIAL;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$3.375,93;;;;;-R$3.375,93;Liquidado;Sim;7NGVO;
29/04/2025;23/04/2025;23/04/2025;23/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$22,15;;;;;-R$22,15;Liquidado;Sim;ARSDD;
29/04/2025;23/04/2025;23/04/2025;23/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$95,65;;;;;-R$95,65;Liquidado;Sim;GEW0B;
29/04/2025;24/04/2025;24/04/2025;24/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$13,40;;;;;-R$13,40;Liquidado;Sim;IKI6Y;
29/04/2025;25/04/2025;25/04/2025;25/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.4 - TARIFAS PIX - ENVIADO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$11,65;;;;;-R$11,65;Liquidado;Sim;DCS8A;
29/04/2025;25/04/2025;25/04/2025;25/04/2025;FUJI ALDEOTA;Despesa;10 - DESPESAS FINANCEIRAS;10.5 - TARIFAS PIX - RECEBIDO;;;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$20,50;;;;;-R$20,50;Liquidado;Sim;0MJV1;
28/04/2025;24/04/2025;24/04/2025;24/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REFA 5 ENTREGAS DE SERVIÇOS ;ALESSANDRA NOGUEIRA CARVALHO-REPBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$55,00;;;;;-R$55,00;Liquidado;Não;V13JG;
28/04/2025;24/04/2025;24/04/2025;24/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REF A 1 ENTREGA DE SERVIÇOS ;FELIPE GUILHERME DE OLIVEIRA -RAPBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$55,00;;;;;-R$55,00;Liquidado;Não;OUGSA;
28/04/2025;26/04/2025;25/04/2025;25/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REF A 5 ENTREGAS DE SERVIÇOS ;JOSE WELLINGTON SOUSA FERREIRA -REPBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$76,50;;;;;-R$76,50;Liquidado;Não;U5TUJ;
28/04/2025;27/04/2025;27/04/2025;27/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REF. A 3 ENTREGAS DE SERVIÇOS ;ANTONIO CARLOS MACIEL JUNIOR-REPBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$80,60;;;;;-R$80,60;Liquidado;Não;K0JSY;
28/04/2025;27/04/2025;27/04/2025;27/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REF A 9 ENTREGAS DE SEVIÇOS RAPBOY;MAURICIO GONCALVES CUSTODIO -RAPBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$85,00;;;;;-R$85,00;Liquidado;Não;I2OJ5;
28/04/2025;26/04/2025;26/04/2025;26/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REFERENTE A 12 SERVIÇOS DE ENTREGAS ;JORGE LUIS DA SILVA NOGUEIRA - RAPBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$122,50;;;;;-R$122,50;Liquidado;Não;MV61I;
28/04/2025;15/03/2025;28/04/2025;28/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;PARCELAMENTO: 07/13;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.541,79;;;;;-R$2.541,79;Liquidado;Não;1KV38;
28/04/2025;15/03/2025;28/04/2025;28/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;PARCELAMENTO: 07/15;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.569,00;;;;;-R$2.569,00;Liquidado;Não;QXV15;
